Nom,Description,Composition,Conseils,Image,Url
Ginseng immunité ampoule (20) 350ml,"SD1277_000
Basée sur les principes de la naturopathie, cette association unique de 5 ginsengs permet d'agir sur tous les co-facteurs de l'immunité en s'adaptant à vos besoins : L' Eleuthérocoque, ou ginseng de Sibérie aide à renforcer les DÉFENSES NATURELLES.Le Ginseng Panax CA Meyer contribue à RÉDUIRE LA FATIGUE et au MAINTIEN DE L'ÉNERGIE.La Rhodiole, ou ginseng de la Toundra aide à la RÉSISTANCE FACE AU STRESS TEMPORAIRE.La Maca, ou ginseng du Pérou contribue au BIEN-ÊTRE PHYSIQUE ET MENTAL.Le Suma , ou Ginseng Brésilien, traditionnellement utilisé en Amérique Latine, complète cette formule.","Eau purifiée, jus concentré de pomme* (Malus domestica Borkh.– fruit), Ginseng du Pérou* (Lepidium meyenii Walpers, racine), extrait sec de Panax Ginseng* CA Meyer de Chine/Mandchourie (Panax ginseng CA Meyer, racine 6 ans d'âge), extrait sec de Ginseng Brésilien* (Pfaffia paniculata Mart. Kuntze., racine),  extrait sec de Ginseng de la Toundra* (Rhodiola rosea L., racine), extrait sec de Ginseng de Sibérie* (Eleutherococcus senticosus Rupr. et Maxim., racine). *Ingrédient issu de l'agriculture biologique. ***Conformément à la règlementation en vigueur sur le mode de production biologique.

Non applicable
Traces de :
Néant.","1 ampoule par jour, pure ou diluée dans l'eau. Agiter vigoureusement l'ampoule avant emploi. Le matin de préférence.
Durée de cure
20 jours
Posologie
1 ampoule par jour.

Tenir hors de la portée des jeunes enfants.  Programme de 2 mois maximum. Ne pas dépasser la portion recommandée à consommer chaque jour, veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Usage oral uniquement - ne convient pas en injection.
Contre indication
Déconseillé aux femmes enceintes et allaitantes, ainsi qu'aux enfants de moins de 12 ans.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/3/6/3602063035-3428881238904--ginseng_immunite_ampoule_20_350ml-sd1277.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/ginseng-immunite-ampoule-20-350ml-sd1277-000.html
HE Eucalyptus globulus 10ml,"HE1041_000
L'huile essentielle biologique d'Eucalyptus Globulus décongestionne les voies respiratoires,Elle est indiquée dans les cas de rhumes, de bronchites, d'infection pulmonaire,C'est aussi un bactéricide et un antiseptique tout à fait précieux: elle soulage les douleurs rhumatismales et contribue au maintien d'une bonne hygiène de la bouche.
Espèce botanique
Eucalyptus globulus Labill.
Chemotype
Eucalyptol 58.0% à 70.0%, Alpha pinene 10.0% à 22.0%
Partie distillée de la plante
Rameaux et Feuilles","Huile essentielle Eucalyptus Globulus

Non applicable
Traces de :
Néant","10 gouttes maximum par kg d'aliments
Conditions de conservation
Conserver le flacon bien fermé dans un endroit frais et à l'abri de la lumière.
Température de conservation
15.00 25.00°C

Non soluble dans l'eau. Ne pas laisser à la portée des enfants.  Ne pas consommer pur. Ne pas dépasser 3 gouttes par jour et par personne. Pour d'autres informations, demandez conseil à votre revendeur.
Contre indication
Ne pas utiliser chez la femme enceinte ou allaitante.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/8/1885448752-3760098405503-de_saint_hilaire-huile_essentielle_eucalyptus_globulu-he1041.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/he-eucalyptus-globulus-10ml-he1041-000.html
Pansamiel réparateur de peau 30g,"BF2161_000
Pansamiel est un miel bio spécialisé (miel de thym) et testé sous contrôle dermatologique pour réparer les zones irritées ou desséchées.- A appliquer sur la peau. - Conforme sur le plan microbiologique aux pharmacopées européenne et américaine harmonisées pour une application par voie cutanée.- pH acide > 4- Non stérileConvient aux femmes enceintes et aux enfants de plus de 36 mois. Ne contient pas d'alcool.","MIEL*.*ingrédient issu de l'Agriculture Biologique.

Non applicable
Traces de :
Néant.","Appliquer directement sur la peau propre, ou les zones abimées. Laisser poser, puis rincer si nécessaire. Convient à toute la famille (femmes enceintes et aux enfants de plus de 36 mois).
Conditions de conservation
Conserver à l'abri de la lumière et de l'humidité.

Pour une hygiène maximale, évitez tout contact avec l'embout.","https://www.biocoop.fr/media/catalog/product/3/3/3335736823-3760016587113-ballot_flurin-pansamiel_reparateur_de_peau_30g-bf2161.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/pansamiel-reparateur-de-peau-30g-bf2161-000.html
Huile duo onagre bourrache capsule (120) 93.36g,"AA0176_000
Complément alimentaire à base d'huiles de Bourrache et d'Onagre, chacune riche en acides gamma-linolénique (GLA), un acide gras essentiel de type Oméga-6. Les huiles vierge de graines de bourrache et d'onagre entrant dans la composition du produit est issue d'une première pression à froid (= 1er jus obtenu par pressage mécanique des graines et à température optimale donnant ainsi une huile conservant toutes ses qualités nutritionnelles.","Huile vierge d'Onagre* (Oenothera biennis - Graines) 750 mg ; huile vierge de Bourrache* (Borago officinialis - Graines) 750 mg ; tunique de la capsule : gélatine*, humectant : glycérol*, eau purifiée ; antioxydant : extrait riche en tocophérols d'origine naturelle.* Ingrédients issus de l'agriculture biologique.

Non applicable
Traces de :
Néant.","Prendre 3 capsules par jour avec un verre d'eau.
Conditions de conservation
Conserver dans un endroit frais et sec à l'abri de la lumière, de la chaleur et de l'humidité.
Durée de cure
40 jours
Posologie
3 capsules par jour.

Ne peut se substituer à une alimentation variée et équilibrée. A consommer dans le cadre d'un mode de vie sain. Doit être tenu hors de portée des jeunes enfants. Ne pas dépasser la dose journalière recommandée.","https://www.biocoop.fr/media/catalog/product/3/6/3646667332-3492270104088-phytoceutic-huile_duo_onagre_bourrache_capsule_120_93-aa0176.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/huile-duo-onagre-bourrache-capsule-120-93-36g-aa0176-000.html
HE eucalyptus citriodora 10ml,"FL5689_000
Espèce botanique : Eucalyptus citriodora. Chemotype : citronnellal, isopulégol. Partie distillée : Feuille. Origine MADAGASCAR - BRESIL. L'huile essentielle de Eucalyptus citriodora 10ml favorise l'apaisement et la détente. Cette plante fait partie de la même famille que le tea tree, le niaouli et le myrte. Les aborigènes d'Australie utilisaient l'eucalyptus pour ses nombreuses vertus. Il est également utilisé en parfumerie pour apporter des note citronnée. Portion journalière recommandée : 1 à 3 gouttes par jour dans une cuillère à café d'huile végétale, pendant 4 à 5 jours maximum.
Espèce botanique
Eucalyptus citriodora.
Chemotype
Citronellal, isopulégol.
Partie distillée de la plante
Feuille.","Huile essentielle d'eucalyptus citriodora.

Non applicable
Traces de :
Néant.","COMPLÉMENT ALIMENTAIRE. Portion journalière recommandée : 1 à 3 gouttes par jour (soit 45 à 135mg) dans une cuillerée à café d'huile végétale, pendant 4 à 5 jours maximum.
Conditions de conservation
Conserver à l'abri de la chaleur et de la lumière.

Ne pas dépasser la dose journalière recommandée. Ne peut se substituer à un régime alimentaire équilibré et varié et à un mode de vie sain. Tenir hors de portée des jeunes enfants. Usage réservé à l'adulte.
Contre indication
Ne pas utiliser chez la femme enceinte ou allaitant.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/2/6/2615141625-3516170020443-florame-he_eucalyptus_citriodora_10ml-fl5689.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/he-eucalyptus-citriodora-10ml-fl5689-000.html
Quatuor circulation ampoule (20) 300ml,"SD1092_000
Extrait fluide de marronnier d'Inde graines, hamamélis feuilles, vigne rouge feuilles, ginkgo feuilles. Le Ginkgo, Ginkgo biloba, est un arbre de la famille des Ginkgoacées. L'arbre était initialement présent en Chine et au Japon et était vénéré et cultivé autour des pagodes. Le ginkgo est un véritable « fossile vivant » car il a survécu à de nombreuses espèces végétales et animales. La composition de la feuille du ginkgo a été étudiée, elle est notamment constituée de : terpènes (ginkgolides), hétérosides flavoniques, acides ginkgoliques, polyphénols. Les feuilles contiennent également un composé : ginkgolide B, qui favoriserait la fluidité du sang et la vasodilatation des vaisseaux . Ainsi le Ginkgo contribue a une bonne circulation sanguine.L'Hamamélis, Hamamelis virginiana, est un arbuste de la famille des Hamamelidacées originaire d'Amérique du Nord. L'Hamamélis pousse spontanément sur une grande partie du continent Nord américain et elle est aujourd'hui cultivée jusqu'en Europe. Les feuilles contiennent divers composés phénoliques dont un tanin gallique, l'Hamamélitanin, des oligomères proanthocyanidiques et une huile essentielle. Traditionnellement utilisées pour favoriser la circulation du sang dans les micro-vaisseaux et pour favoriser la sensation de jambes légères, les feuilles d'hamamélis contribuent au bien-être circulatoire.La Vigne rouge, Vitis vinifera,est originaire d'Europe méridionale et d'Asie. Le terme de « vigne rouge » désigne les cultivars de vigne à raisin noir et à pulpe rouge dont le feuillage rougit à l'automne. Les feuilles de la vigne vinifère sont constituées de flavonoïdes : anthocyanes (pigments rouges) et flavonols (pigments jaunes), d'acides phénols, de tanins galliques et catéchiques, de sucres (inositol). La vigne rouge a fait l'objet de nombreuses études, et sa forte teneur en polyphénols en fait un sujet de choix pour certains chercheurs. Grâce à l'action combinée de ses constituants, la feuille de vigne rouge favorise une bonne circulation sanguine.Les graines du Marronnier, Aesculus hippocastanum, renferment un mélange complexe de saponosides -la fraction cristallisable des ""saponosides totaux"" est dénommée ""aescine""- des flavonoïdes, des proanthocyanidols surtout localisés dans le tégument, des coumarines (esculoside et fraxoside), une faible quantité d'huile essentielle, une huile grasse, des protéines, des polysaccharides (riche en amidon) et des stérols. Les saponosides ont des propriétés vitaminiques P, c'est à dire une action protectrice sur le système veineux. Les flavonoïdes agissent en diminuant la perméabilité capillaire et en augmentant le tonus veineux. L'aescine renforce la résistance et en diminue la perméabilité des capillaires périphériques. Grâce à l'activité ciblée sur le système veineux de ses principaux actifs, le marronnier d'Inde est traditionnellement utilisé par voie orale pour favoriser une bonne circulation du sang notamment au niveau des micro-vaisseaux et ainsi atténuer la sensation de jambes lourdes.","Sans ajout de lotion,sans pétrolatum, sans parfum.Pâte TCF (blanchie sans chlore) issues de forêts gérées de façon responsable certifiée FSCR et d'autres sources contrôlées Backsheet : non tissé Bio PE/PP (canne à sucre et polypropylène)et PE (polyéthylène). Voile de maintien et d'acquisition, récepteur, oreilles avant et arrières, attaches : Polyéthylène, Polypropylène, PolyesterNon tissé coverstock: voile naturel en BIO PE/PP (canne à sucre et polypropylène).Non tissé barrière fécale : voile naturel en BIO PE/PP (canne à sucre et polypropylène).Elastiques sans latex.Système de fermeture auto-agripppant.

Non applicable
Traces de :
Néant.","1 ampoule par jour. De préférence le matin.
Durée de cure
20 jours
Posologie
1 ampoule par jour.

Il est recommandé de respecter les doses conseillées, de veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée
des jeunes enfants. Usage oral uniquement - ne convient pas en injection.
Contre indication
Déconseillé aux enfants et adolescents de moins de 18 ans ainsi qu'aux femmes enceintes et allaitantes. Déconseillé aux personnes souffrant de troubles rénaux et en cas de prise simultanée d'anti-coagulants.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/4/1448788209-3428881232704-superdiet-quatuor_circulation_ampoule_20_300ml-sd1092.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/quatuor-circulation-ampoule-20-300ml-sd1092-000.html
Fenouil doux graine 50g,"AS7001_000
Graines de fenouil 100% françaises. Le fenouil contribue à faciliter la digestion et à favoriser un bon transit intestinal, aide à maintenir un cycle menstruel confortable et à éliminer l'inconfort durant la ménopause. Il soutient également le mécanisme naturel de purification du corps.Cocorico, des plantes françaises !Habituellement cultivées à travers toute l'Europe, les plantes d'herboristerie parcourent parfois des milliers de kilomètres avant de finir dans nos tasses. Chez Biocoop, on pense relocalisation. C'est pourquoi nous avons fait le choix de soutenir une filière de plantes 100% françaises, en travaillant uniquement avec des producteurs de nos régions.","Fenouil doux graine entière**Issu de l'agriculture biologique

Non applicable
Traces de :
Néant","1 cuillère à café de graines pilées pour 250ml. A infuser 10 à 15 minutes. 3 tasses par jour.
Conditions de conservation
À conserver à température ambiante, à l'abri de l'humidité et de la lumière.  PAO 1095JRS
Température de conservation
25.0°C

Ne pas consommer la boisson plus de 24h après infusion. En cas de grossesse, d'allaitement, de prise de traitement médicamenteux et pour les enfants de moins de 6 ans, demandez un avis médical avant consommation. Il est important d'avoir une alimentation variée et équilibrée et un mode de vie sain","https://www.biocoop.fr/media/catalog/product/4/1/4146339915-3760121217394-biocoop-fenouil_doux_graine_50g-as7001.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/fenouil-doux-graine-50g-as7001-000.html
Gemmothérapie Ronce 30ml,"PF0313_000
La Ronce a un effet apaisant et agréable sur l'arbre respiratoire : gorge, pharynx, cordes vocales...La gemmothérapie consiste à utiliser des jeunes tissus : bourgeons, jeunes pousses, radicelles. Les macérats glycérinés utilisés ici sont concentrés et dynamisés. Ce sont des préparations hydro-alcoolo-glycérinées faites à partir de jeunes pousses et bourgeons d'arbres et d'arbustes non congelés issus de l'Agriculture Biologique. Ces jeunes tissus contiennent toute l'énergie informative nécessaire au développement du végétal : son action est hyperactive. Riches en principes actifs et gorgés d'eau, ils ne sont jamais congelés et sont mis en macération le plus rapidement possible après la récolte. C'est ainsi que la préparation est la plus active tant sur le plan biochimique que sur le plan énergétique. C'est toute la force de la nature qui est alors à la disposition de votre santé et de votre bien-être.
Titre alcoometrique
18 %","Eau, Glycérine végétale*, Alcool* 18% Vol, Rubus Fructicosus* Jeunes pousses non congelés Ronce*.*Ingrédients issus de l'Agriculture Biologique.

Non applicable
Traces de :
Néant.","2 à 10 gouttes 3 fois par jour dans un grand verre d'eau.
Conditions de conservation
A conserver à l'abri de la lumière.

Ne pas dépasser la dose journalière indiquée. Ne doit pas être utilisé comme substitut d'un régime alimentaire sain et varié. Tenir hors de portée des jeunes enfants. Consultez votre médecin/thérapeute avant toute prise d'un complément alimentaire.","https://www.biocoop.fr/media/catalog/product/2/7/2765736290-3580258149562-phytofrance-gemmotherapie_ronce_30ml-pf0313.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/gemmotherapie-ronce-30ml-pf0313-000.html
Menthe douce feuille 40g,"AS7003_000
Cocorico, des plantes françaises ! Habituellement cultivées à travers toute l'Europe, les plantes d'herboristerie parcourent parfois des milliers de kilomètres avant de finir dans nos tasses. Chez Biocoop, on pense relocalisation. C'est pourquoi nous avons fait le choix de soutenir une filière de plantes 100% françaises, en travaillant uniquement avec des producteurs de nos régions. Notre Menthe douce 100% française contribue au confort digestif.","Feuilles de menthe douce* 100 % (France)* Ingrédient issu de l'agriculture biologique

Non applicable
Traces de :
Néant","2 cuillères à soupe pour 250ml. A infuser 10 minutes. 3 tasses par jour.
Conditions de conservation
À conserver à température ambiante, à l'abri de l'humidité et de la lumière.
Température de conservation
25.0°C

Ne pas consommer la boisson plus de 24h après infusion. Il est important d'avoir une alimentation variée et équilibrée et un mode de vie sain.","https://www.biocoop.fr/media/catalog/product/2/3/2399334845-3760121217417-biocoop-menthe_douce_feuille_40g-as7003.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/menthe-douce-feuille-40g-as7003-000.html
Revit ail allium sativ gélule (90) 46g,"LV3026_000
*extrait d'ail super concentré     *4 gélules apportent en moyennne autant d'Allicine que 8 gousses d'Ail frais     *apports / 4 gélules : Ail extrait 1700 mg - Allicine 64 mg. L'ail aide à maintenir une bonne circulation et aide à renforcer le système immunitaire.","Ingrédients / gélule : Ail* (Allium sativum) extrait 425 mg, gélatine* porcine (gélule).*Issu de l'agriculture biologique. Certifié par FR-BIO-01.

Non applicable
Traces de :
Néant.","Posologie : 1 à 2 gélules deux fois par jour avec un grand verre d'eau en début de repas le matin ou à midi, tout au long de l'année. Bien fermer après utilisation.
Conditions de conservation
Bien fermer après utilisation. Ce pilulier contient un sachet déshydratant de gel de silice (silice amorphe) pour contact alimentaire.
Température de conservation
5.00 25.00°C
Durée de cure
30 jours
Posologie
1 à 2 gélules deux fois par jour.

Tenir hors de portée des enfants. Ne pas dépasser la dose journalière recommandée. Ne peut se substituer à une alimentation variée et équilibrée.","https://www.biocoop.fr/media/catalog/product/2/1/2139194582-3165830015550-vecteur_sante-revit_ail_allium_sativ_gelule_90_46g-lv3026.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/revit-ail-allium-sativ-gelule-90-46g-lv3026-000.html
Quatuor articulation gélule (150) 43.8g,"SD1222_000
Les + produit- Formule complète pour les articulations- Synergie de 4 plantes reconnues- 300 mg de curcuma pour 3 gélules- Efficacité éprouvée- 84 % de clients satisfaitsQuatuor articulations est une formule complète qui vise à répondre aux problématiques articulaires, quelles que soient leurs causes : fatigue due à une sollicitation excessive des rouages de la mobilité, simple vieillissement des articulations, sensibilités dues à une mauvaise hygiène de vie. Ce complément alimentaire doit son efficacité à une synergie de 4 ingrédients naturels reconnus :- le curcuma dont le rhizome, riche en curcumine, contribue à soutenir le confort articulaire,- l'harpagophytum et le cassis- l'ortie","Curcuma*(racine) - Cassis* (feuille) - Gélule de gélatine porcine* - Extrait d'Ortie*(feuille) (support : maltodextrine*) - Extrait d'Harpagophytum*(racine)(support: maltodextrine*) - Amidon de riz*.*Ingrédient issu de l'agriculture biologique.

Non applicable
Traces de :
Néant.","Prendre 3 gélules par jour.
Durée de cure
50 jours
Posologie
3 gélules par jour.

Réservé à l'adulte.  Il est recommandé de respecter les doses conseillées, de veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée des jeunes enfants.
Contre indication
Déconseillé aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/7/9/792376665-3428881142706-super_diet-quatuor_articulation_gelule_150_43_8g-sd1222.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/quatuor-articulation-gelule-150-43-8g-sd1222-000.html
AFA Klamath - 120 comprimés,"GS2049_000
Complément alimentaire de l'algue bleue Aphanizomenon Flos Aquae","AFA algue bleue.

Non applicable
Traces de :
Néant.","Durée de cure conseillée : 6 jours environ. Posologie : 1 comprimé 3 fois par jour.
Conditions de conservation
A garder au sec et à l'abri de la lumière et du soleil.
Durée de cure
6 jours
Posologie
1 comprimé 3 fois par jour.

Il est recommandé de respecter les doses conseillées, de veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de portée des jeunes enfants. Ce produit n'est pas un médicament.
Contre indication
Pour les femmes enceintes et allaitantes, demander conseil au médecin.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/7/1725796750-4035784190162-gse-afa_klamath_120_comprimes-gs2049.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/afa-klamath-120-comprimes-gs2049-000.html
Huile magique,"PF0108_000
36 huilesessentielles, 36 utilisations.","Helianthus Annuus Seed Oil, Carthamus Tinctorius Seed Oil, Sesamum Indicum Seed Oil, Simmondsia Chinensis Seed Oil, Corylus Avellana Seed Oil, Citrus Sinensis Peel Oil Expressed, Turpentine, Eucalyptus Globulus Leaf Oil, Litsea Cubeba Fruit Oil, Melaleuca Quinquenervia Oil, Melaleuca Leucadendron Cajuputi LeafOil, Cedrus Atlantica Wood Oil, Cymbopogon Citratus Leaf Oil, Eucalyptus Citriodora Oil, Lavandula Hybrida Grosso Herb Oil, Citrus Aurantium Amara Leaf/Twig Oil, Citrus Limon Peel Oil, Citrus Reticulata Peel Oil, Cymbopogon FlexuosusHerb Oil, Gaultheria Procumbens Leaf Oil, Illicium Verum Fruit/Seed Oil, Cupressus Sempervirens Oil, Cymbopogon Martinii Herb Oil, Eucalyptus Radiata Leaf/Stem Oil, Lavandula Hybrida Herb Oil, Mentha Arvensis Leaf Oil, MenthaPiperita Oil, Abies Balsamea Needle Oil, Cinnamosma Fragrans Leaf Oil, Melaleuca Alternifolia Leaf Oil, Piper Nigrum Fruit Oil, Thymus Satureioides Oil, CinnamomumCamphora Leaf Oil, Cymbopogon Winterianus HerbOil, Pelargonium Graveolens Leaf Oil, Carum Carvi fruit oil, Cananga Odorata Flower Oil, Cinnamomum Zeylanicum Bark Oil, Ocimum Basilicum Herb Oil, Rosmarinus Officinalis Leaf Oil, Eugenia Caryophyllus Bud Oil, Limonène*, Citral*, Linalool*, Geraniol*, Citronellol*, Eugenol*, Cinnamal*, Farnesol*, Benzyl benzoate*, Coumarine*, Benzyl salicylate*. *Constituants naturels présents dans les huiles essentielles.100% du total des ingrédients sont issus de l'Agriculture Biologique.Constituants naturels présents dans les huiles essentielles.100% du total des ingrédients sont issus de l'Agriculture Biologique.

Non applicable
Traces de :
Limonène, Citral, Linalool, Geraniol, Citronellol, Eugenol, Cinnamal, Farnesol, Benzyl benzoate, Coumarine, Benzyl salicylate","Appliquer une à deux pressions et masser la zone concernée. Frictionnerle cou et le thorax pour traverser toutes les saisons, mêmes les plus extrêmes.
Conditions de conservation
A conserver à l'abri de la lumière.
Température de conservation
10.00 25.00°C

L'Huile Magique est un produit cosmétique. Il ne doit pas être ingéré, ni appliqué chez les enfants de moins de 6 ans et chez les femmes enceintesou allaitantes. Ne pas appliquer par inadvertance sur ou près du visage des nourrissons. Ne pas appliquer autour des yeux.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/3/2/3278592524-3580258120332-phytofrance-huile_magique-pf0108.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/huile-magique-pf0108-000.html
Gel de silice au CBD 125ml,"PF0298_000
Confort. Bien être. Détente. Au quotidien ou après une séance de sport. Le gel procure une sensation de confort et de bien être.- Un gel à l'association inédite entre le CBD et la silice végétale organique bio. - Une composition riche en CBD issu de chanvre, reconnu pour soulager les articulations et la détente musculaire. - Composition riche en silicium d'origine végétale bio, reconnu traditionnellement pour améliorer la flexibilité et la reminéralisation. Tube composé de PEHD végétal biosourcé.","AQUA, GLYCERIN**, PROPANEDIOL, ALCOHOL**, SILICA, BENZYL ALCOHOL,CYAMOPSIS TETRAGONOLOBA GUM, XANTHAN GUM, ALOE BARBADENSIS LEAFPOWDER*, CANNABIS SATIVA LEAF EXTRACT, FRAGRANCE, BAMBUSA VULGARISLEAF/STEMEXTRACT*, EQUISETUM ARVENSE EXTRACT*, URTICA DIOICA EXTRACT*,DEHYDROACETIC ACID , SODIUM HYDROXIDE, CITRIC ACID, POLYGONUMAVICULARE EXTRACT*, TARAXACUM OFFICINALE EXTRACT*, PANICUM MILIACEUMEXTRACT*, VANILLA PLANIFOLIA FRUIT EXTRACT*, CITRAL***, LIMONENE***,LINALOOL***, GERANIOL**** Ingrédients issus de l'agriculture biologique** Transformés à partir d'ingrédients biologiques*** Constituants naturels du parfum 99 % du total est d'origine naturelle86 % du total des ingrédients sont issus de l'agriculture biologique

Non applicable","Réservé à l'adulte, à partir de 18 ans.
Conditions de conservation
Tenir hors de portée des enfants. PAO 540JRS.

Usage externe. Déposez une noisette de gel sur les zones ciblées tout en massant,
renouveler l'application 2 à 3 fois par jour, le gel procure une sensation de confort et de bien-être. En cas d'éruption cutanée ou de gène, cessez l'utilisation et rincez la zone ciblée à l'eau claire. En cas de contact avec les yeux ou les muqueuses, rincez abondamment à l'eau claire. Réservé à l'adulte. Ne pas utiliser chez la femme enceinte ou allaitante.","https://www.biocoop.fr/media/catalog/product/4/1/4104706569-3580258171815--gel_de_silice_au_cbd_125ml-pf0298.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/gel-de-silice-au-cbd-125ml-pf0298-000.html
Huile massage arnica 100ml,"WE0893_000
Lors d'une pratique sportive, la préparation et la récupération sportives sont primordiales. Avant l'effort, masser les bras et les jambes en frictions rapides avec quelques gouttes de l'Huile de Massage Arnica. L'action réchauffante et tonifiante du massage complète les bienfaits de l'échauffement. Le corps est ainsi préparé à l'activité sportive. Après l'effort, un massage ample et lent sur la peau propre et humide facilite la récupération. L'huile renforce l'effet décontractant du massage. Sa composition à base d'huiles de tournesol bio et d'olive bio garantit une glisse optimale; La peau est nourrie et plus souple.Cette huile de massage est plébiscitée par les kinésithérapeutes et les sportifs de haut niveau pour faciliter la préparation & la récupération sportives.","Helianthus Annuus (Sunflower) Seed Oil, Olea Europaea (Olive) Fruit Oil, Fragrance (Parfum)*, Arnica Montana Flower Extract, Betula Alba Leaf Extract, Limonene*, Linalool*, Geraniol*, Coumarin**from natural essential oils

Non applicable
Traces de :
Néant","A appliquer sur une peau saine
Conditions de conservation
PAO : 6 mois
Température de conservation
5.00 30.00°C

A appliquer sur une peau saine","https://www.biocoop.fr/media/catalog/product/3/9/3913696784-3401360227026-weleda-huile_massage_arnica_100ml-we0893.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/huile-massage-arnica-100ml-we0893-000.html
Aubépine passiflore comprimé (80) 32g,"SD1063_000
Sommeil","Passiflore (sommité fleurie) (poudre et extrait (support: maltodextrine*)) – Agent de charge: Gomme d'acacia - Extrait d'Aubépine (sommité fleurie) (support: maltodextrine) – Amidon de riz.

Non applicable
Traces de :
Néant.","2 comprimés par jour pendant le repas du soir.
Posologie
2 comprimés par jour.

Il est recommandé de respecter les doses conseillées, de veiller à avoir une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de la portée des jeunes enfants.
Contre indication
Ne pas utiliser au cours du 1er trimestre de la grossesse. Déconseillé aux enfants de moins de 12 ans. Déconseillé aux femmes enceintes et allaitantes.
Déconseillé aux femmes enceintes","https://www.biocoop.fr/media/catalog/product/1/9/1946577973-3428881115403--aubepine_passiflore_comprime_80x400mg-sd1063.jpeg?quality=80&bg-color=255,255,255&fit=bounds&height=265&width=265&canvas=265:265",https://www.biocoop.fr/aubepine-passiflore-comprime-80-32g-sd1063-000.html
